| No. Orden | Producto | Opciones | Cantidad | Monto | Reembolso |
|---|---|---|---|---|---|
| 202607170004 | ROL DE CANELA MANZANA |  | 1.0 | 68.00 | No |
| 202607170003 | MOKA CAPUCCINO FRIO | 02 LECHE DESLACTOSADA | 1.0 | 97.00 | No |
| 202607170003 | AMERICANO CALIENTE |  | 1.0 | 59.00 | No |
| 202607170002 | CAPUCCINO CALIENTE | 02 LECHE DESLACTOSADA | 1.0 | 76.00 | No |
| 202607170001 | SANDWICH P/P/PANELA | MULTIGRANO | 1.0 | 99.00 | No |
| 202607170001 | CAPUCCINO CALIENTE | 01 LECHE ENTERA | 1.0 | 76.00 | No |

---

## NOTAS

- Datos: API de órdenes (`/admin/baigong/order/list`) + detalle de productos por orden (`/admin/baigong/order/info`)
- El Cierre formal no fue ejecutado por el cajero
- Match órdenes vs productos: DIFERENCIA $44.90
- Generado: 2026-07-20T18:30:34.403906 (recopos_extractor.py / GitHub Actions)
